label;LE_max;S_max
29914;0.0010365;202.436
29915;0.0011862;240.621
29916;0.00075835;165.364
29917;0.00121327;241.587
29918;0.000659949;146.218
29919;0.00115074;225.905
29920;0.00107044;207.176
29921;0.00120182;244.624
29922;0.000697402;153.728
29923;0.0011291;224.11
29924;0.00122192;244.409
29925;0.000720279;156.296
29926;0.000693785;152.626
29927;0.00103777;200.306
29928;0.000617366;138.697
29929;0.000694545;153.181
29930;0.000712078;152.692
29931;0.00102031;196.838
29932;0.000664122;147.502
29933;0.00096126;204.876
29934;0.000930892;197.111
29935;0.000936979;199.594
29936;0.000847274;178.076
29937;0.000827479;174.023
29938;0.00068895;144.719
29939;0.000618346;133.191
29940;0.000703694;152.086
29941;0.000685816;146.538
29942;0.000665424;138.633
29943;0.00061046;137.139
29944;0.000510375;109.361
29945;0.000695496;152.892
29946;0.000597592;127.805
29947;0.000694826;153.376
29948;0.00066105;141.623
29949;0.000700305;149.48
29950;0.000676704;148.409
29951;0.00068891;151.678
29952;0.000484373;102.829
29953;0.000679452;137.86
29954;0.00069779;143.768
29955;0.000750933;152.499
29956;0.000701123;154.576
29957;0.000796117;170.615
29958;0.00066154;146.447
29959;0.00111445;231.453
29960;0.000631815;141.073
29961;0.000817365;174.074
29962;0.000741643;160.746
29963;0.000792409;169.715
29964;0.000811231;172.49
29965;0.00053638;121.698
29966;0.00081344;173.222
29967;0.000659467;146.136
29968;0.00065762;144.195
29969;0.000620297;138.891
29970;0.00142656;303.196
29971;0.00152869;332.194
29972;0.00135447;294.233
29973;0.000593973;132.611
29974;0.00132804;279.59
29975;0.0014588;312.8
29976;0.000598869;133.905
29977;0.000635014;141.429
29978;0.000617292;136.684
29979;0.00142855;303.726
29980;0.000637896;141.999
29981;0.000664196;147.338
29982;0.00144629;314.495
29983;0.00140179;300.511
29984;0.000642886;143.351
29985;0.00101442;212.412
29986;0.00104949;219.24
29987;0.000614012;138.032
29988;0.00065907;146.106
29989;0.00101905;211.152
29990;0.001029;215.162
29991;0.000987562;209.563
29992;0.00106135;222.064
29993;0.000955303;202.394
29994;0.00104453;221.161
29995;0.000907428;191.606
29996;0.000639352;142.738
29997;0.00148307;324.782
29998;0.00154364;340.573
29999;0.0018106;398.122
30000;0.00154903;338.74
30001;0.0017947;397.751
30002;0.00172395;379.979
30003;0.00178193;394.044
30004;0.000673019;134.151
30005;0.000698741;145.321
30006;0.00164772;359.743
30007;0.000689598;146.243
30008;0.000637696;142.28
30009;0.000616831;138.326
30010;0.00235149;512.779
30011;0.000695614;153.527
30012;0.00142028;311.147
30013;0.00149692;329.239
30014;0.00133145;291.191
30015;0.000634841;141.546
30016;0.000493691;108.872
30017;0.00060601;136.405
30018;0.000682735;150.554
30019;0.00176656;386.409
30020;0.00133993;292.788
30021;0.000703923;154.331
30022;0.00142797;302.739
30023;0.000694987;153.138
30024;0.00061342;137.378
30025;0.00140046;295.762
30026;0.000737711;147.671
30027;0.000982057;206.32
30028;0.000661445;146.715
30029;0.000986815;207.243
30030;0.00102861;215.267
30031;0.00106664;222.242
30032;0.000976953;204.304
30033;0.000922707;194.262
30034;0.00101516;212.777
30035;0.000600162;135.139
30036;0.00100845;209.522
30037;0.00092934;192.219
30038;0.000434506;94.6007
30039;0.00055092;115.019
30040;0.000434596;93.427
30041;0.000438276;95.5046
30042;0.000517905;112.787
30043;0.000612063;137.384
30044;0.000639884;141.626
30045;0.000572517;117.069
30046;0.000574413;120.372
30047;0.000618762;138.368
30048;0.00059541;130.22
30049;0.000648356;144.335
30050;0.000602315;135.388
30051;0.000621071;139.251
30052;0.000934973;198.425
30053;0.000614242;137.77
30054;0.0010066;213.055
30055;0.000599259;134.913
30056;0.000984016;208.847
30057;0.000981222;207.404
30058;0.000966466;204.709
30059;0.000597556;134.953
30060;0.000923668;196.05
30061;0.00059613;134.546
30062;0.000619738;138.059
30063;0.000636714;142.265
30064;0.000713862;156.02
30065;0.000558052;126.056
30066;0.000614539;137.822
30067;0.000925837;197.819
30068;0.000934972;199.366
30069;0.000970144;206.104
30070;0.00068346;147.911
30071;0.000588143;132.244
